Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating,Platform
Top Spin 3,2008,Action,Take-Two Interactive,80000.0,360000.0,0.0,120000.0,570000.0,75,75.0,20.0,Pam Development,E,"PS3,Wii,X360"
Top Spin 4,2011,Sports,Take-Two Interactive,150000.0,220000.0,0.0,40000.0,410000.0,84,82.0,70.0,2K Czech,E,"X360,PS3,Wii"
Torchlight,2009,Role-Playing,JoWood Productions,0.0,60000.0,0.0,10000.0,70000.0,83,80.0,794.0,Runic Games,T,PC
Tork: Prehistoric Punk,2005,Platform,Microsoft Game Studios,20000.0,10000.0,0.0,0.0,30000.0,62,62.0,6.0,Tiwak,E,XB
Tornado Outbreak,2009,Action,Konami Digital Entertainment,90000.0,0.0,0.0,10000.0,100000.0,71,82.0,5.0,Loose Cannon Studios,E10+,"Wii,X360,PS3"
Total Overdose: A Gunslinger's Tale in Mexico,2005,Shooter,Eidos Interactive,20000.0,10000.0,0.0,0.0,20000.0,71,92.0,27.0,Deadline Games,M,"XB,PS2"
Total War: Attila,2015,Strategy,Sega,90000.0,130000.0,0.0,20000.0,240000.0,80,73.0,520.0,Creative Assembly,T,PC
Total War: Rome II,2013,Strategy,Sega,120000.0,530000.0,0.0,70000.0,720000.0,76,42.0,3742.0,Creative Assembly,T,PC
Total War: Shogun 2,2011,Strategy,Sega,190000.0,310000.0,0.0,90000.0,600000.0,90,83.0,1180.0,Creative Assembly,T,PC
Touch Detective,2006,Adventure,505 Games,60000.0,20000.0,0.0,10000.0,90000.0,60,68.0,6.0,BeeWorks,E10+,DS
Touch My Katamari ,2011,Puzzle,Namco Bandai Games,70000.0,30000.0,0.0,20000.0,120000.0,69,74.0,51.0,Bandai Namco Games,E10+,PSV
Touch the Dead,2007,Shooter,Eidos Interactive,200000.0,0.0,0.0,20000.0,220000.0,56,56.0,5.0,Secret Stash Games,M,DS
TouchMaster,2007,Puzzle,Midway Games,480000.0,1270000.0,0.0,240000.0,2000000.0,71,57.0,9.0,Midway Studios - San Diego,E10+,DS
Toukiden Kiwami,2014,Action,Tecmo Koei,20000.0,20000.0,170000.0,10000.0,230000.0,82,86.0,42.0,"Omega Force, Koei Tecmo Games",T,"PSV,PS4"
Toukiden: The Age of Demons,2013,Action,Tecmo Koei,40000.0,40000.0,250000.0,20000.0,350000.0,71,80.0,136.0,Omega Force,T,PSV
Tour de France 2014,2014,Sports,Focus Home Interactive,0.0,30000.0,0.0,0.0,30000.0,53,51.0,22.0,Cyanide,E,PS4
Tournament of Legends,2010,Fighting,Sega,40000.0,20000.0,0.0,10000.0,60000.0,45,69.0,11.0,High Voltage Software,T,Wii
Toy Shop,2008,Simulation,Majesco Entertainment,30000.0,0.0,0.0,0.0,30000.0,31,54.0,11.0,"Gameinvest, Seed Studios, Lda",E,DS
Toy Story Mania!,2009,Misc,Disney Interactive Studios,1040000.0,660000.0,0.0,180000.0,1880000.0,49,66.0,13.0,Papaya Studios,E,Wii
Toy Story Racer,2001,Racing,Activision,80000.0,60000.0,0.0,10000.0,150000.0,76,87.0,9.0,Traveller's Tales,E,PS
Trace Memory,2005,Adventure,Nintendo,150000.0,10000.0,120000.0,10000.0,290000.0,70,81.0,42.0,Cing,T,DS
TrackMania DS,2008,Racing,Focus Home Interactive,60000.0,10000.0,0.0,10000.0,80000.0,75,69.0,12.0,Firebrand Games,E,DS
TrackMania: Build to Race,2010,Racing,Focus Home Interactive,90000.0,110000.0,0.0,20000.0,230000.0,74,68.0,5.0,Firebrand Games,E,Wii
Transformers,2004,Shooter,Atari,630000.0,490000.0,0.0,160000.0,1290000.0,75,86.0,27.0,Melbourne House,T,PS2
Transformers: Cybertron Adventures,2010,Action,Activision,140000.0,100000.0,0.0,20000.0,270000.0,41,65.0,8.0,Next Level Games,T,Wii
Transformers: Dark of the Moon,2011,Action,Activision,110000.0,180000.0,0.0,60000.0,340000.0,57,56.0,27.0,High Moon Studios,T,"PS3,X360"
Transformers: Devastation,2015,Action,Activision,0.0,30000.0,0.0,0.0,30000.0,74,76.0,56.0,PlatinumGames,T,"PC,XOne,PS4"
Transformers: Fall of Cybertron,2012,Action,Activision,190000.0,140000.0,0.0,60000.0,390000.0,77,82.0,87.0,High Moon Studios,T,"PS3,PC,X360"
Transworld Snowboarding,2002,Sports,Atari,70000.0,20000.0,0.0,0.0,90000.0,74,92.0,14.0,Housemarque,T,XB
Transworld Surf,2002,Sports,Atari,90000.0,70000.0,0.0,20000.0,190000.0,76,85.0,6.0,Rockstar San Diego,T,PS2
Trapt,2005,Action,Tecmo Koei,30000.0,20000.0,0.0,10000.0,60000.0,60,79.0,14.0,Paon Corporation,M,PS2
Trauma Center: New Blood,2007,Simulation,Nintendo,220000.0,40000.0,10000.0,20000.0,290000.0,77,80.0,20.0,Atlus,T,Wii
Trauma Center: Second Opinion,2006,Simulation,Nintendo,280000.0,10000.0,30000.0,30000.0,340000.0,80,80.0,47.0,Atlus,T,Wii
Trauma Center: Under the Knife,2005,Simulation,Nintendo,300000.0,10000.0,20000.0,30000.0,350000.0,81,87.0,45.0,ITL,T,DS
Trauma Center: Under the Knife 2,2008,Simulation,Atlus,100000.0,0.0,0.0,10000.0,110000.0,79,85.0,11.0,Vanguard,T,DS
Trials Fusion,2014,Racing,Ubisoft,120000.0,100000.0,0.0,20000.0,240000.0,80,71.0,158.0,RedLynx,E10+,"XOne,PS4,PC"
Trigger Man,2004,Shooter,Play It,80000.0,60000.0,0.0,20000.0,160000.0,32,48.0,16.0,Point of View,T,PS2
Trine,2009,Action,Nobilis,0.0,10000.0,0.0,0.0,10000.0,80,82.0,488.0,"Frozenbyte, Inc.",E10+,PC
Trine 2,2011,Platform,Focus Home Interactive,0.0,30000.0,0.0,10000.0,40000.0,84,84.0,667.0,"Frozenbyte, Inc.",E10+,PC
Trinity Universe,2009,Role-Playing,Nippon Ichi Software,70000.0,50000.0,30000.0,20000.0,180000.0,62,72.0,28.0,"Gust, Idea Factory",T,PS3
Trivial Pursuit,2009,Misc,Electronic Arts,120000.0,210000.0,0.0,40000.0,370000.0,66,64.0,9.0,EA Bright Light,E,"X360,PS3"
Trivial Pursuit unhinged,2004,Misc,Atari,70000.0,20000.0,0.0,0.0,90000.0,58,80.0,4.0,Artech Studios,T,XB
Tron 2.0: Killer App,2004,Action,Disney Interactive Studios,40000.0,10000.0,0.0,0.0,60000.0,69,43.0,4.0,Climax Group,T,XB
Tropico 3,2009,Strategy,Kalypso Media,0.0,40000.0,0.0,10000.0,40000.0,79,81.0,184.0,Haemimont,T,"PC,X360"
Tropico 4,2011,Strategy,Kalypso Media,100000.0,130000.0,0.0,40000.0,270000.0,78,77.0,359.0,Haemimont,T,PC
Tropico 4: Modern Times,2012,Strategy,Kalypso Media,0.0,20000.0,0.0,0.0,20000.0,78,80.0,58.0,Haemimont,T,PC
Tropico 5,2015,Simulation,Kalypso Media,60000.0,160000.0,60000.0,40000.0,310000.0,76,71.0,110.0,Haemimont,T,"PS4,PC,X360"
True Crime: New York City,2005,Action,Activision,130000.0,30000.0,0.0,0.0,170000.0,59,88.0,24.0,Exakt,M,"GC,XB"
True Crime: Streets of LA,2003,Action,Activision,960000.0,370000.0,0.0,50000.0,1380000.0,77,78.0,28.0,"Luxoflux, Inc.",M,"XB,PS2,GC"
True Swing Golf,2005,Sports,Nintendo,110000.0,0.0,40000.0,10000.0,160000.0,66,77.0,11.0,T&E Soft,E,DS
Truth or Lies,2010,Misc,THQ,70000.0,30000.0,0.0,10000.0,110000.0,28,52.0,6.0,THQ,T,X360
Turn It Around,2006,Action,505 Games,30000.0,0.0,0.0,0.0,30000.0,39,45.0,4.0,"Taito Corporation, 505 Games",E,DS
Turning Point: Fall of Liberty,2008,Shooter,Codemasters,230000.0,40000.0,0.0,20000.0,290000.0,43,68.0,87.0,Spark Unlimited,T,"X360,PS3"
Turok,2008,Action,Touchstone,350000.0,210000.0,10000.0,100000.0,670000.0,67,60.0,39.0,Propaganda Games,M,"PS3,PC,X360"
Turok: Evolution,2002,Shooter,Acclaim Entertainment,300000.0,80000.0,0.0,10000.0,380000.0,70,70.0,21.0,Acclaim,M,"GC,GBA,PS2,XB"
Twin Strike: Operation Thunder,2008,Shooter,Zoo Games,40000.0,0.0,0.0,0.0,40000.0,50,83.0,6.0,Naps Team,E10+,Wii
Twisted Metal: Black,2001,Racing,Sony Computer Entertainment,1190000.0,170000.0,0.0,50000.0,1410000.0,91,84.0,98.0,Incognito Inc.,M,PS2
Twisted Metal: Head On,2005,Action,Sony Computer Entertainment,710000.0,0.0,0.0,60000.0,770000.0,79,82.0,38.0,Incognito Inc.,T,PSP
Two Worlds,2007,Role-Playing,SouthPeak Games,410000.0,220000.0,0.0,70000.0,700000.0,50,55.0,182.0,Reality Pump,M,X360
Two Worlds II,2011,Role-Playing,Unknown,400000.0,70000.0,30000.0,30000.0,540000.0,67,66.0,140.0,Reality Pump,M,"X360,PS3,PC"
Ty the Tasmanian Tiger,2002,Platform,Electronic Arts,210000.0,50000.0,0.0,10000.0,270000.0,69,87.0,15.0,Krome Studios,E,"GC,XB,PS2"
Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,Electronic Arts,80000.0,20000.0,0.0,0.0,110000.0,69,88.0,4.0,Krome Studios,E,"XB,PS2,GC"
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action,Activision,70000.0,20000.0,0.0,0.0,90000.0,68,80.0,9.0,Krome Studios,E10+,"GC,PS2"
Tycoon City: New York,2006,Strategy,Atari,0.0,20000.0,0.0,0.0,20000.0,67,83.0,4.0,Deep Red,T,PC
UEFA Champions League 2006-2007,2007,Sports,Electronic Arts,40000.0,10000.0,0.0,0.0,50000.0,72,82.0,10.0,EA Canada,E,X360
UEFA Euro 2004: Portugal,2004,Sports,Electronic Arts,70000.0,50000.0,0.0,20000.0,140000.0,76,64.0,18.0,EA Canada,E,"PS2,XB"
UFC 2009 Undisputed,2009,Fighting,THQ,1480000.0,390000.0,0.0,190000.0,2060000.0,83,79.0,51.0,Yuke's,T,"X360,PS3"
UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,530000.0,180000.0,0.0,60000.0,770000.0,70,65.0,15.0,THQ,E,"X360,PS3"
UFC Undisputed 2010,2010,Fighting,THQ,900000.0,310000.0,0.0,110000.0,1320000.0,84,67.0,80.0,Yuke's,T,"X360,PSP,PS3"
UFC Undisputed 3,2012,Action,THQ,550000.0,320000.0,30000.0,130000.0,1030000.0,86,74.0,92.0,Yuke's,T,"PS3,X360"
UFC: Sudden Impact,2004,Fighting,Global Star,90000.0,70000.0,0.0,20000.0,180000.0,54,77.0,7.0,Opus,T,PS2
UFC: Tapout 2,2003,Fighting,Capcom,80000.0,20000.0,0.0,0.0,100000.0,66,73.0,4.0,DreamFactory,T,XB
Ultimate Band,2008,Misc,Disney Interactive Studios,180000.0,30000.0,0.0,20000.0,230000.0,59,55.0,4.0,Disney Interactive Studios,E10+,Wii
Ultimate Brain Games,2003,Misc,Telegames,60000.0,20000.0,0.0,0.0,80000.0,80,83.0,7.0,Cosmigo,E,GBA
Ultimate Fighting Championship,2000,Fighting,Ubisoft,140000.0,90000.0,0.0,20000.0,250000.0,53,74.0,16.0,Opus,T,PS
Ultimate Fighting Championship: Throwdown,2002,Fighting,Ubisoft,160000.0,120000.0,0.0,40000.0,320000.0,68,80.0,8.0,Opus,T,PS2
Ultimate Ghosts 'n Goblins,2006,Platform,Capcom,70000.0,0.0,0.0,10000.0,80000.0,72,77.0,18.0,TOSE,E10+,PSP
Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,170000.0,80000.0,0.0,40000.0,290000.0,80,77.0,93.0,Capcom,T,"PSV,PS3,X360"
Ultimate Mortal Kombat,2007,Fighting,Midway Games,70000.0,10000.0,0.0,10000.0,90000.0,73,86.0,22.0,Other Ocean Interactive,M,DS
Ultimate NES Remix,2014,Action,Unknown,150000.0,90000.0,0.0,20000.0,270000.0,69,76.0,32.0,Indies Zero,E,3DS
Ultimate Spider-Man,2005,Action,Activision,290000.0,70000.0,0.0,10000.0,370000.0,76,72.0,21.0,Treyarch,T,"GC,PS2,GBA,XB,DS"
Ultra Street Fighter IV,2015,Fighting,Capcom,0.0,80000.0,0.0,10000.0,100000.0,71,59.0,94.0,Other Ocean Interactive,T,PS4
Unchained Blades ,2011,Role-Playing,FuRyu,0.0,0.0,40000.0,0.0,40000.0,65,78.0,16.0,FuRyu,T,"3DS,PSP"
Uncharted 2: Among Thieves,2009,Action,Sony Computer Entertainment,3270000.0,2200000.0,210000.0,980000.0,6660000.0,96,88.0,5187.0,Naughty Dog,T,PS3
Uncharted 3: Drake's Deception,2011,Action,Sony Computer Entertainment,2770000.0,2750000.0,190000.0,1030000.0,6740000.0,92,83.0,3712.0,Naughty Dog,T,PS3
Uncharted: Drake's Fortune,2007,Action,Sony Computer Entertainment,2310000.0,1720000.0,120000.0,770000.0,4920000.0,88,81.0,2306.0,"Naughty Dog, SCE/WWS",T,PS3
Uncharted: Golden Abyss,2011,Shooter,Sony Computer Entertainment,530000.0,660000.0,130000.0,220000.0,1530000.0,80,74.0,770.0,"Naughty Dog, Sony Bend",T,PSV
Uncharted: The Nathan Drake Collection,2015,Action,Sony Computer Entertainment,2069999.9999999998,1710000.0,80000.0,760000.0,4620000.0,86,81.0,1264.0,Bluepoint Games,T,PS4
Undead Knights,2009,Action,Ubisoft Annecy,50000.0,0.0,60000.0,10000.0,120000.0,63,80.0,13.0,Now Production,M,PSP
Unit 13,2012,Shooter,Sony Computer Entertainment,250000.0,130000.0,40000.0,70000.0,500000.0,71,75.0,169.0,Zipper Interactive,T,PSV
Universal Studios Theme Parks Adventure,2001,Misc,Kemco,80000.0,20000.0,0.0,0.0,100000.0,39,29.0,11.0,Kemco,T,GC
Universe at War: Earth Assault,2008,Action,Sega,90000.0,10000.0,0.0,10000.0,100000.0,66,83.0,57.0,Petroglyph,T,X360
Unlimited Saga,2002,Role-Playing,Atari,100000.0,80000.0,560000.0,30000.0,770000.0,45,30.0,29.0,SquareSoft,T,PS2
Unreal Championship,2002,Shooter,Atari,590000.0,120000.0,0.0,30000.0,740000.0,83,82.0,24.0,Digital Extremes,M,XB
Unreal II: The Awakening,2004,Shooter,Atari,170000.0,40000.0,0.0,10000.0,210000.0,64,53.0,20.0,Tantalus Interactive,M,XB
Unreal Tournament,2000,Shooter,Infogrames,280000.0,220000.0,0.0,70000.0,580000.0,77,68.0,13.0,Epic Games,M,PS2
Unreal Tournament 2003,2002,Shooter,Atari,0.0,10000.0,0.0,0.0,10000.0,86,82.0,98.0,Digital Extremes,M,PC
Unreal Tournament 2004,2004,Shooter,Atari,0.0,10000.0,0.0,0.0,20000.0,93,89.0,537.0,Epic Games,M,PC
Unreal Tournament III,2007,Shooter,Midway Games,330000.0,230000.0,0.0,100000.0,670000.0,86,77.0,127.0,Epic Games,M,"PS3,X360,PC"
Until Dawn,2015,Adventure,Sony Computer Entertainment Europe,450000.0,900000.0,50000.0,260000.0,1660000.0,79,82.0,2161.0,SuperMassive Games,M,PS4
Untold Legends: Brotherhood of the Blade,2005,Role-Playing,Activision,540000.0,330000.0,10000.0,220000.0,1090000.0,68,76.0,58.0,Sony Online Entertainment,T,PSP
Untold Legends: Dark Kingdom,2006,Role-Playing,Electronic Arts,140000.0,20000.0,20000.0,20000.0,200000.0,58,72.0,36.0,Sony Online Entertainment,T,PS3
Untold Legends: The Warriors Code,2006,Role-Playing,Ubisoft,140000.0,120000.0,0.0,80000.0,330000.0,65,83.0,28.0,Sony Online Entertainment,T,PSP
Up,2009,Action,THQ,220000.0,280000.0,0.0,60000.0,560000.0,62,80.0,4.0,Asobo Studio,E10+,"Wii,X360,PS3"
Urban Chaos: Riot Response,2006,Shooter,Eidos Interactive,10000.0,0.0,0.0,0.0,20000.0,72,86.0,9.0,Rocksteady Studios,M,"XB,PS2"
Urban Reign,2005,Action,Namco Bandai Games,40000.0,30000.0,0.0,10000.0,80000.0,60,82.0,26.0,Namco,T,PS2
Uru: Ages Beyond Myst,2003,Adventure,Ubisoft,0.0,20000.0,0.0,0.0,20000.0,79,76.0,29.0,Cyan Worlds,E,PC
V-Rally 3,2002,Racing,Atari,30000.0,20000.0,0.0,10000.0,60000.0,82,74.0,14.0,Eden Studios,E,PS2
Vagrant Story,2000,Role-Playing,Crave Entertainment,300000.0,200000.0,300000.0,60000.0,870000.0,92,83.0,129.0,SquareSoft,T,PS
Valhalla Knights,2006,Role-Playing,Rising Star Games,150000.0,0.0,70000.0,10000.0,240000.0,53,63.0,15.0,K2 LLC,E10+,PSP
Valhalla Knights 2,2008,Role-Playing,Rising Star Games,90000.0,0.0,120000.0,10000.0,230000.0,50,54.0,13.0,K2,E10+,PSP
Valhalla Knights 3,2013,Role-Playing,Xseed Games,40000.0,10000.0,120000.0,10000.0,180000.0,48,68.0,56.0,K2,M,PSV
Valhalla Knights: Eldar Saga,2009,Role-Playing,Rising Star Games,100000.0,10000.0,10000.0,10000.0,140000.0,35,67.0,19.0,"K2, Kurogane",T,Wii
Valkyria Chronicles,2008,Role-Playing,Sega,710000.0,190000.0,240000.0,130000.0,1270000.0,86,86.0,433.0,Sega,T,"PS3,PS4"
Valkyria Chronicles II,2010,Role-Playing,Sega,120000.0,150000.0,180000.0,90000.0,530000.0,83,81.0,67.0,Sega,T,PSP
Valkyrie Drive: Bhikkhuni,2015,Action,PQube,0.0,30000.0,70000.0,10000.0,110000.0,72,85.0,11.0,Marvelous Inc.,M,PSV
Valkyrie Profile,1999,Role-Playing,Enix Corporation,70000.0,50000.0,630000.0,50000.0,810000.0,81,88.0,37.0,Tri-Ace,T,PS
Valkyrie Profile 2: Silmeria,2006,Role-Playing,Square Enix,40000.0,30000.0,390000.0,10000.0,470000.0,84,90.0,59.0,Tri-Ace,T,PS2
Valkyrie Profile: Covenant of the Plume,2008,Role-Playing,Square Enix,220000.0,20000.0,160000.0,20000.0,420000.0,74,68.0,12.0,Tri-Ace,T,DS
Valkyrie Profile: Lenneth,2006,Role-Playing,Square Enix,170000.0,10000.0,160000.0,20000.0,360000.0,80,84.0,57.0,TOSE,T,PSP
Vampire Night,2001,Shooter,Sony Computer Entertainment,70000.0,50000.0,0.0,20000.0,140000.0,65,80.0,5.0,Wow Entertainment,T,PS2
Vampire Rain,2007,Action,Microsoft Game Studios,180000.0,0.0,10000.0,10000.0,210000.0,38,29.0,44.0,Artoon,M,X360
Vampire Rain: Altered Species,2008,Action,Ignition Entertainment,50000.0,0.0,0.0,0.0,60000.0,30,35.0,36.0,Artoon,M,PS3
Van Helsing,2004,Action,Activision,70000.0,30000.0,0.0,0.0,100000.0,33,63.0,6.0,Saffire,T,"GBA,XB,PS2"
Vanguard Bandits,1998,Strategy,Human Entertainment,40000.0,30000.0,0.0,0.0,70000.0,62,74.0,15.0,S-Neo,T,PS
Vanquish,2010,Shooter,Sega,190000.0,160000.0,30000.0,40000.0,420000.0,84,84.0,182.0,PlatinumGames,M,"X360,PS3"
Velvet Assassin,2009,Shooter,DTP Entertainment,140000.0,20000.0,10000.0,10000.0,180000.0,56,71.0,55.0,"Replay Studios, ML Enterprises",M,X360
Venetica,2010,Role-Playing,DTP Entertainment,70000.0,30000.0,0.0,10000.0,120000.0,47,65.0,6.0,Deck 13,T,"PS3,PC,X360"
Vexx,2003,Platform,Acclaim Entertainment,80000.0,20000.0,0.0,0.0,100000.0,70,85.0,10.0,Acclaim,T,"XB,PS2,GC"
Victorious Boxers: Ippo's Road to Glory,2000,Fighting,Empire Interactive,50000.0,40000.0,380000.0,10000.0,470000.0,75,80.0,10.0,New,T,PS2
Victorious Boxers: Revolution,2007,Fighting,Ubisoft,70000.0,0.0,60000.0,10000.0,140000.0,59,54.0,8.0,Cavia Inc.,T,Wii
Vietcong,2003,Shooter,Gathering of Developers,0.0,20000.0,0.0,0.0,20000.0,74,87.0,76.0,Pterodon,T,PC
Vietcong: Purple Haze,2004,Shooter,Gathering of Developers,90000.0,70000.0,0.0,20000.0,180000.0,48,43.0,6.0,Coyote Developments,M,"PS2,XB"
Viewtiful Joe,2003,Action,Capcom,380000.0,100000.0,120000.0,20000.0,620000.0,93,83.0,115.0,Clover Studio,T,"GC,PS2"
Viewtiful Joe 2,2004,Action,Capcom,170000.0,40000.0,0.0,10000.0,220000.0,86,83.0,19.0,Clover Studio,T,"GC,PS2"
Viewtiful Joe: Red Hot Rumble,2005,Action,Capcom,40000.0,10000.0,0.0,0.0,60000.0,62,69.0,8.0,Clover Studio,T,"GC,PSP"
Viking: Battle for Asgard,2008,Action,Sega,160000.0,230000.0,0.0,50000.0,440000.0,68,80.0,88.0,Creative Assembly,M,"X360,PS3"
Virtua Fighter 4,2002,Fighting,Sega,780000.0,440000.0,560000.0,40000.0,1810000.0,94,80.0,84.0,Sega AM2,T,PS2
Virtua Fighter 4: Evolution,2003,Fighting,Sega,350000.0,270000.0,0.0,90000.0,710000.0,93,90.0,48.0,Sega,T,PS2
Virtua Fighter 5,2007,Fighting,Sega,290000.0,510000.0,80000.0,200000.0,1080000.0,85,74.0,67.0,Sega AM2,T,PS3
Virtua Fighter 5 Online,2007,Fighting,Sega,200000.0,20000.0,30000.0,20000.0,280000.0,89,76.0,62.0,Sega AM2,T,X360
Virtua Striker 2002,2002,Sports,Sega,10000.0,0.0,30000.0,0.0,50000.0,58,60.0,5.0,Amusement Vision,E,GC
Virtua Tennis 2009,2009,Sports,Sega,120000.0,210000.0,0.0,40000.0,370000.0,73,77.0,21.0,Sumo Digital,E,"Wii,X360,PS3"
Virtua Tennis 3,2007,Sports,Sega,30000.0,10000.0,0.0,0.0,40000.0,80,68.0,26.0,Sumo Digital,E,"X360,PSP,PS3"
Virtua Tennis 4,2011,Sports,Sega,0.0,30000.0,0.0,10000.0,40000.0,66,73.0,43.0,Sega,E,"PC,X360,PS3,Wii"
Viva Pinata,2006,Simulation,Microsoft Game Studios,450000.0,950000.0,20000.0,200000.0,1620000.0,84,80.0,131.0,Rare Ltd.,E,"X360,PC"
Viva Pinata: Party Animals,2007,Misc,Microsoft Game Studios,190000.0,20000.0,0.0,20000.0,230000.0,56,62.0,18.0,Krome Studios,E,X360
Viva Pinata: Pocket Paradise,2008,Simulation,THQ,260000.0,230000.0,0.0,60000.0,550000.0,82,71.0,15.0,Rare Ltd.,E,DS
Viva Pinata: Trouble in Paradise,2008,Simulation,Microsoft Game Studios,160000.0,250000.0,10000.0,50000.0,470000.0,82,79.0,61.0,Rare Ltd.,E,X360
Voodoo Vince,2003,Platform,Microsoft Game Studios,90000.0,30000.0,0.0,0.0,120000.0,73,84.0,22.0,Beep Industries,T,XB
WRC: FIA World Rally Championship,2005,Racing,Sony Computer Entertainment,20000.0,10000.0,0.0,0.0,30000.0,67,78.0,19.0,Traveller's Tales,E,PSP
WWE '12,2011,Fighting,THQ,740000.0,400000.0,0.0,120000.0,1270000.0,71,63.0,89.0,Yuke's,T,"X360,PS3,Wii"
WWE '13,2012,Action,THQ,510000.0,600000.0,0.0,250000.0,1350000.0,76,81.0,99.0,THQ,T,"PS3,Wii,X360"
WWE 2K14,2013,Sports,Take-Two Interactive,640000.0,370000.0,0.0,100000.0,1110000.0,75,77.0,100.0,Yuke's,T,"X360,PS3"
WWE 2K15,2014,Sports,Take-Two Interactive,360000.0,290000.0,0.0,130000.0,780000.0,55,31.0,57.0,Yuke's,T,"PS3,PS4,XOne,X360"
WWE 2K16,2015,Sports,Take-Two Interactive,320000.0,220000.0,0.0,50000.0,590000.0,72,57.0,75.0,Yuke's,T,"XOne,PS4"
WWE All Stars,2011,Fighting,THQ,150000.0,60000.0,0.0,20000.0,230000.0,71,74.0,7.0,THQ,T,"3DS,Wii,PS3,PSP,X360"
WWE Crush Hour,2003,Racing,THQ,170000.0,130000.0,0.0,40000.0,350000.0,56,53.0,8.0,Pacific Coast Power & Light,T,"PS2,GC"
WWE Day of Reckoning,2004,Fighting,THQ,350000.0,90000.0,0.0,10000.0,450000.0,79,91.0,81.0,Yuke's,T,GC
WWE Day of Reckoning 2,2005,Fighting,THQ,260000.0,70000.0,0.0,10000.0,340000.0,76,60.0,263.0,Yuke's,T,GC
WWE Raw 2,2003,Fighting,THQ,430000.0,110000.0,0.0,20000.0,560000.0,68,73.0,25.0,Anchor,T,XB
WWE Road to WrestleMania X8,2002,Fighting,THQ,190000.0,70000.0,0.0,0.0,270000.0,73,75.0,6.0,Natsume,E,GBA
WWE SmackDown vs Raw 2008,2007,Fighting,THQ,620000.0,490000.0,10000.0,200000.0,1330000.0,74,73.0,41.0,Yuke's,T,"PS3,PS2,Wii,DS,PSP,X360"
WWE SmackDown vs. RAW 2007,2006,Fighting,THQ,440000.0,30000.0,0.0,40000.0,500000.0,81,78.0,46.0,Yuke's,T,"X360,PSP,PS2"
WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,510000.0,300000.0,10000.0,120000.0,940000.0,78,70.0,49.0,Yuke's,T,"PS3,Wii,X360,DS,PSP,PS2"
WWE SmackDown vs. Raw 2010,2009,Fighting,THQ,490000.0,170000.0,0.0,60000.0,730000.0,78,77.0,9.0,Yuke's,T,"Wii,X360,DS,PS3"
WWE SmackDown vs. Raw 2011,2010,Fighting,THQ,440000.0,350000.0,0.0,80000.0,880000.0,75,76.0,45.0,Yuke's,T,"X360,PS3"
WWE SmackDown! vs. RAW 2006,2005,Fighting,THQ,360000.0,0.0,0.0,30000.0,400000.0,81,85.0,37.0,Yuke's,T,PSP
WWE Survivor Series,2004,Fighting,THQ,90000.0,40000.0,0.0,0.0,130000.0,55,82.0,5.0,Natsume,T,GBA
WWE WrestleMania 21,2005,Fighting,THQ,340000.0,100000.0,0.0,20000.0,450000.0,56,69.0,47.0,Studio Gigante,T,XB
WWE Wrestlemania X8,2002,Fighting,THQ,380000.0,100000.0,0.0,10000.0,490000.0,64,69.0,20.0,Yuke's,T,GC
WWE Wrestlemania XIX,2003,Fighting,THQ,260000.0,70000.0,0.0,10000.0,330000.0,76,87.0,47.0,Yuke's,T,GC
WWF Raw,2002,Fighting,THQ,400000.0,130000.0,0.0,20000.0,550000.0,68,66.0,15.0,Anchor,T,XB
WWII Aces,2008,Simulation,Destineer,250000.0,0.0,0.0,20000.0,270000.0,41,54.0,18.0,Arcade Moon,T,Wii
Wade Hixton's Counter Punch,2004,Sports,"Destination Software, Inc",10000.0,0.0,0.0,0.0,10000.0,78,95.0,4.0,Inferno Games,T,GBA
Wakeboarding Unleashed Featuring Shaun Murray,2003,Sports,Activision,80000.0,60000.0,0.0,20000.0,160000.0,83,90.0,12.0,Shaba Games,E,"PS2,XB"
Wall-E,2008,Platform,THQ,0.0,10000.0,0.0,0.0,20000.0,58,68.0,17.0,Heavy Iron Studios,E,"PC,PS2,Wii,X360,PS3"
Wanted: Weapons of Fate,2009,Shooter,Warner Bros. Interactive Entertainment,140000.0,100000.0,10000.0,40000.0,290000.0,61,71.0,25.0,GRIN,M,"PS3,X360"
War of the Monsters,2003,Fighting,Sony Computer Entertainment,260000.0,200000.0,0.0,70000.0,540000.0,80,89.0,68.0,Incognito Inc.,T,PS2
WarJetz,2001,Shooter,3DO,20000.0,20000.0,0.0,10000.0,40000.0,59,55.0,4.0,3DO,T,PS2
WarTech: Senko no Ronde,2006,Fighting,Ubisoft,40000.0,0.0,0.0,0.0,40000.0,60,61.0,7.0,G.Rev,T,X360
Warcraft III: Reign of Chaos,2002,Strategy,Vivendi Games,30000.0,90000.0,0.0,20000.0,130000.0,92,91.0,1023.0,Blizzard Entertainment,T,PC
