Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating,Platform
Summon Night: Swordcraft Story,2003,Role-Playing,Banpresto,0.02,0.01,0.0,0.0,0.02,77,81.0,19.0,Flight-Plan,E10+,GBA
Summon Night: Twin Age,2007,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13,73,72.0,11.0,Flight-Plan,E10+,DS
Summoner,2000,Role-Playing,THQ,0.25,0.2,0.0,0.07,0.51,74,78.0,12.0,Volition Inc.,T,PS2
Summoner 2,2002,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21,76,83.0,22.0,Volition Inc.,T,PS2
Sunny Garcia Surfing,2001,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03,61,79.0,7.0,Krome Studios,E,PS2
Sunset Overdrive,2014,Shooter,Microsoft Game Studios,0.63,0.4,0.0,0.1,1.14,81,77.0,1137.0,Insomniac Games,M,XOne
Super Dragon Ball Z,2006,Fighting,Atari,0.09,0.07,0.19,0.02,0.37,72,58.0,21.0,Crafts & Meister,T,PS2
Super Ghouls 'n Ghosts,2002,Platform,Capcom,0.05,0.02,0.0,0.0,0.07,78,88.0,4.0,Capcom,E,GBA
Super Mario 3D Land,2011,Platform,Nintendo,4.89,3.0,2.14,0.78,10.81,90,84.0,921.0,Nintendo,E,3DS
Super Mario 3D World,2013,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,93,90.0,1607.0,Nintendo,E,WiiU
Super Mario 64,2004,Platform,Nintendo,5.01,3.07,1.25,0.97,10.3,85,82.0,322.0,Nintendo,E,DS
Super Mario Advance,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84,78.0,41.0,Nintendo,E,GBA
Super Mario Galaxy,2007,Platform,Nintendo,6.06,3.35,1.2,0.74,11.35,97,89.0,2147.0,Nintendo,E,Wii
Super Mario Galaxy 2,2010,Platform,Nintendo,3.56,2.35,0.98,0.62,7.51,97,91.0,1854.0,Nintendo EAD Tokyo,E,Wii
Super Mario Maker,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,88,87.0,691.0,Nintendo,E,WiiU
Super Mario Strikers,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76,87.0,55.0,Next Level Games,E,GC
Super Mario Sunshine,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,92,86.0,439.0,Nintendo,E,GC
Super Monkey Ball,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46,87,79.0,46.0,Amusement Vision,E,GC
Super Monkey Ball 2,2002,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52,87,85.0,51.0,Amusement Vision,E,GC
Super Monkey Ball 3D,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49,55,55.0,31.0,Sega,E,3DS
Super Monkey Ball Adventure,2006,Platform,Sega,0.01,0.01,0.0,0.0,0.03,53,67.0,10.0,TT Games,E,"PS2,PSP,GC"
Super Monkey Ball Deluxe,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24,78,77.0,13.0,Sega,E,"PS2,XB"
Super Monkey Ball Jr.,2002,Puzzle,Atari,0.51,0.19,0.0,0.01,0.72,82,86.0,11.0,Realism Ltd,E,GBA
Super Monkey Ball: Banana Blitz,2006,Misc,Sega,1.05,0.91,0.04,0.24,2.24,74,57.0,72.0,Sega,E,Wii
Super Paper Mario,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85,79.0,417.0,Intelligent Systems,E,Wii
Super Princess Peach,2005,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75,76.0,33.0,TOSE,E,DS
Super Puzzle Fighter II Turbo,1996,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,83,74.0,5.0,Capcom,E,PS
Super Robot Taisen OG Saga: Endless Frontier,2008,Role-Playing,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08,73,90.0,22.0,Monolith Soft,T,DS
Super Scribblenauts,2010,Puzzle,Warner Bros. Interactive Entertainment,1.06,0.29,0.0,0.11,1.46,81,82.0,46.0,5TH Cell,E10+,DS
Super Smash Bros. Brawl,2008,Fighting,Nintendo,6.62,2.55,2.66,1.01,12.84,93,89.0,1662.0,Game Arts,T,Wii
Super Smash Bros. Melee,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,92,91.0,568.0,HAL Labs,T,GC
Super Street Fighter II: Turbo Revival,2001,Fighting,Ubisoft,0.18,0.07,0.0,0.0,0.25,84,74.0,10.0,Capcom,T,GBA
Super Street Fighter IV: 3D Edition,2011,Fighting,Capcom,0.55,0.44,0.14,0.09,1.21,85,81.0,206.0,Capcom,T,3DS
Super Swing Golf,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72,78.0,15.0,"Tecmo, Ntreev Soft",E10+,Wii
Supercar Street Challenge,2001,Racing,Activision,0.55,0.43,0.0,0.14,1.12,57,76.0,9.0,Exakt,E,PS2
Superman Returns,2006,Action,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51,62.0,49.0,EA Tiburon,T,"X360,DS"
Superman: Countdown to Apokolips,2003,Platform,Atari,0.03,0.01,0.0,0.0,0.04,47,57.0,6.0,Mistic Software,E,GBA
Superman: Shadow of Apokolips,2003,Action,Atari,0.06,0.02,0.0,0.0,0.08,66,73.0,8.0,Atari,E,"GC,PS2"
Superman: The Man of Steel,2002,Action,Atari,0.1,0.03,0.0,0.0,0.13,44,60.0,11.0,Circus Freak,T,XB
Superstars V8 Racing,2009,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.03,66,49.0,9.0,Milestone S.r.l,E,PS3
Supremacy MMA,2011,Fighting,505 Games,0.05,0.02,0.0,0.01,0.08,49,62.0,11.0,Kung Fu Factory,M,"X360,PS3"
Supreme Commander,2008,Strategy,505 Games,0.07,0.01,0.0,0.01,0.09,56,57.0,19.0,Hellbent Games,E10+,"X360,PC"
Supreme Commander 2,2010,Strategy,Square Enix,0.23,0.09,0.0,0.03,0.34,75,71.0,23.0,Gas Powered Games,E10+,"X360,PC"
Supreme Commander: Forged Alliance,2007,Strategy,THQ,0.01,0.02,0.0,0.0,0.04,81,89.0,219.0,Gas Powered Games,E10+,PC
Supreme Ruler: Cold War,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,63,68.0,27.0,BattleGoat Studios,RP,PC
Surf's Up,2007,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59,51.0,7.0,Ubisoft Montreal,E10+,"PS3,X360,DS"
Surfing H3O,2000,Sports,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25,46,46.0,8.0,Opus,E,PS2
Suzuki TT Superbikes,2005,Racing,Jester Interactive,0.33,0.01,0.0,0.05,0.4,71,85.0,8.0,Jester Interactive,E,PS2
Swingerz Golf,2002,Sports,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,72,93.0,4.0,Telenet,E,GC
Sword Art Online: Hollow Fragment,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,67,76.0,131.0,Bandai Namco Games,T,PSV
Sword Art Online: Lost Song,2015,Role-Playing,Namco Bandai Games,0.1,0.11,0.0,0.04,0.25,63,63.0,60.0,"Bandai Namco Games, Artdink",T,"PS4,PSV"
Sword of Mana,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74,72,83.0,25.0,Brownie Brown,E,GBA
Syberia,2003,Action,Microids,0.08,0.02,0.0,0.0,0.1,72,70.0,5.0,Microids,T,"XB,PC"
Syberia II,2004,Adventure,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,80,83.0,150.0,Microids,T,"PC,XB"
Syndicate,2012,Shooter,EA Games,0.07,0.06,0.0,0.02,0.14,75,65.0,106.0,Starbreeze,M,"PS3,X360"
Syphon Filter 3,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52,73,85.0,36.0,Sony Bend,M,PS
Syphon Filter: Dark Mirror,2006,Shooter,Sony Computer Entertainment,0.26,0.01,0.0,0.03,0.29,87,90.0,118.0,Sony Bend,M,"PSP,PS2"
Syphon Filter: Logan's Shadow,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0.0,0.09,0.46,85,88.0,47.0,Sony Bend,T,PSP
Syphon Filter: The Omega Strain,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,65,69.0,30.0,Sony Bend,M,PS2
TMNT,2007,Action,Ubisoft,0.48,0.03,0.0,0.05,0.56,58,63.0,32.0,Ubisoft Montreal,E10+,"X360,DS,Wii,PSP"
TMNT: Mutant Melee,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07,44,28.0,4.0,Konami Computer Entertainment Hawaii,T,"GC,XB"
TNA iMPACT: Cross the Line,2010,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,50,65.0,4.0,Point of View,T,PSP
TOCA Race Driver 3,2006,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08,82,72.0,15.0,Codemasters,E10+,"PS2,XB,PC"
TRINITY: Souls of Zill O'll,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55,62.0,33.0,Omega Force,T,PS3
TRON: Evolution,2010,Action,Disney Interactive Studios,0.24,0.05,0.0,0.02,0.31,58,60.0,41.0,Propaganda Games,T,"X360,PS3,PC"
TV Superstars,2010,Misc,Sony Computer Entertainment,0.07,0.12,0.0,0.05,0.25,56,49.0,8.0,SCE Studio Cambridge,E,PS3
Tactics Ogre: Let Us Cling Together,2010,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53,87,88.0,102.0,Square Enix,T,PSP
Tactics Ogre: The Knight of Lodis,2001,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5,88,91.0,26.0,Quest,E,GBA
Taiko Drum Master,2004,Misc,Namco Bandai Games,0.1,0.08,0.0,0.03,0.2,77,81.0,8.0,Namco,E,PS2
Tak 2: The Staff of Dreams,2004,Platform,THQ,0.3,0.24,0.0,0.08,0.62,71,80.0,10.0,Avalanche Software,E,"PS2,GC"
Tak and the Guardians of Gross,2008,Action,THQ,0.14,0.0,0.0,0.01,0.16,63,80.0,5.0,THQ,E10+,Wii
Tak and the Power of Juju,2003,Platform,THQ,0.31,0.08,0.0,0.01,0.4,71,82.0,9.0,Avalanche Software,E,"GC,GBA,PS2"
Tak: The Great Juju Challenge,2005,Platform,THQ,0.12,0.03,0.0,0.0,0.15,75,93.0,4.0,Avalanche Software,E,GC
Take On Helicopters,2011,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,70,67.0,28.0,Bohemia Interactive,T,PC
Tales of Destiny II,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81,78,87.0,31.0,Namco,T,PS
Tales of Graces f,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77,82.0,336.0,Namco Bandai Games,T,PS3
Tales of Legendia,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,72,77.0,38.0,Namco,T,PS2
Tales of Phantasia,2003,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29,76,81.0,24.0,Namco,E10+,GBA
Tales of Symphonia,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,86,85.0,176.0,Namco,T,GC
Tales of Symphonia: Dawn of the New World,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,68,71.0,93.0,Bandai Namco Games,T,Wii
Tales of Vesperia,2008,Role-Playing,Atari,0.32,0.17,0.19,0.05,0.74,79,82.0,264.0,Bandai Namco Games,T,X360
Tales of Xillia,2011,Role-Playing,Namco Bandai Games,0.29,0.18,0.67,0.09,1.22,78,82.0,468.0,Bandai Namco Games,T,PS3
Tales of Xillia 2,2012,Role-Playing,Namco Bandai Games,0.2,0.12,0.45,0.07,0.84,71,79.0,216.0,Bandai Namco Games,T,PS3
Tales of Zestiria,2015,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4,72,68.0,315.0,Bandai Namco Games,T,PS4
Tales of the Abyss,2011,Role-Playing,Namco Bandai Games,0.43,0.19,0.14,0.06,0.83,75,76.0,197.0,Bandai Namco Games,T,"3DS,PS2"
Tales of the World: Radiant Mythology,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66,78.0,25.0,Alfa System,T,PSP
Tamagotchi Connection: Corner Shop,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26,59,77.0,6.0,NanaOn-Sha,E,DS
Tank Beat,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,40,54.0,8.0,MileStone Inc.,E10+,DS
Tao Feng: Fist of the Lotus,2003,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,65,65.0,8.0,Studio Gigante,M,XB
Target: Terror,2008,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,33,27.0,16.0,Leviathan Games,M,Wii
Tatsunoko vs. Capcom: Ultimate All-Stars,2010,Fighting,Capcom,0.3,0.15,0.03,0.05,0.53,85,88.0,85.0,Eighting,T,Wii
Taz Wanted,2002,Platform,Atari,0.08,0.06,0.0,0.02,0.16,65,87.0,9.0,Blitz Games,E,"PS2,GC"
Tearaway,2013,Adventure,Sony Computer Entertainment Europe,0.14,0.34,0.0,0.14,0.61,87,89.0,391.0,Media Molecule,E,PSV
Tearaway Unfolded,2015,Platform,Sony Computer Entertainment,0.09,0.13,0.0,0.04,0.26,81,81.0,188.0,Media Molecule,E,PS4
Tears to Tiara II: Heir of the Overlord,2013,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,65,87.0,41.0,Aqua Plus,T,PS3
Tecmo Bowl: Kickoff,2008,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,66,73.0,8.0,Polygon Magic,E,DS
Teen Titans,2006,Action,THQ,0.25,0.07,0.0,0.01,0.33,63,69.0,11.0,Artificial Mind and Movement,E10+,"GC,PS2"
Teenage Mutant Ninja Turtles,2003,Action,Unknown,0.67,0.25,0.0,0.02,0.93,71,88.0,8.0,Konami,E,"GBA,GC,XB,PS2"
Teenage Mutant Ninja Turtles 2: Battle Nexus,2004,Action,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44,47,78.0,12.0,KCE Studios,T,"PS2,GC,XB"
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53,70.0,10.0,KCE Studios,E10+,"PS2,DS"
Teenage Mutant Ninja Turtles: Arcade Attack,2009,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,36,48.0,4.0,Ubisoft,E10+,DS
Teenage Mutant Ninja Turtles: Smash-Up,2009,Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.35,67,82.0,21.0,Game Arts,E10+,Wii
Teenage Zombies: Invasion of the Alien Brain Thingys,2008,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,67,82.0,29.0,InLight Entertainment,E10+,DS
Tekken 2,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,89,89.0,102.0,Namco,T,PS
Tekken 3,1998,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,96,91.0,367.0,Namco,T,PS
Tekken 3D: Prime Edition,2012,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.2,64,59.0,39.0,Arika,T,3DS
Tekken 4,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79,83.0,126.0,Namco,T,PS2
Tekken 5,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88,86.0,229.0,Namco,T,PS2
Tekken 6,2009,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,79,74.0,211.0,Namco Bandai Games,T,"PS3,PSP,X360"
Tekken Advance,2001,Fighting,Infogrames,0.32,0.12,0.0,0.01,0.45,82,82.0,13.0,Eighting/Raizing,T,GBA
Tekken Tag Tournament,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85,85.0,117.0,Namco,T,PS2
Tekken Tag Tournament 2,2012,Fighting,Namco Bandai Games,0.28,0.31,0.13,0.13,0.85,82,82.0,193.0,Namco Bandai Games,T,"PS3,X360"
Tenchu 2: Birth of the Stealth Assassins,2000,Action,Activision,0.32,0.22,0.0,0.04,0.58,77,87.0,32.0,Acquire,M,PS
Tenchu Z,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56,73.0,58.0,K2 LLC,M,X360
Tenchu: Dark Secret,2006,Action,From Software,0.03,0.0,0.01,0.0,0.05,37,51.0,7.0,From Software,T,DS
Tenchu: Fatal Shadows,2004,Action,Sega,0.09,0.07,0.0,0.02,0.19,58,80.0,24.0,K2 LLC,M,PS2
Tenchu: Return From Darkness,2004,Action,Activision,0.16,0.05,0.0,0.01,0.21,70,70.0,6.0,K2 LLC,M,XB
Tenchu: Shadow Assassins,2009,Action,Ubisoft,0.03,0.02,0.05,0.01,0.11,68,74.0,18.0,From Software,M,"PSP,Wii"
Tenchu: Stealth Assassins,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99,87,88.0,45.0,Acquire,M,PS
Tenchu: Wrath of Heaven,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14,79,84.0,38.0,K2 LLC,M,PS2
Tenkai Knights: Brave Battle,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,26,24.0,22.0,Bandai Namco Games,E10+,3DS
Terminator 3: Rise of the Machines,2003,Action,Atari,0.11,0.03,0.0,0.01,0.14,35,20.0,10.0,Black Ops Entertainment,T,"XB,PS2"
Terminator 3: The Redemption,2004,Shooter,Atari,0.05,0.01,0.0,0.0,0.06,66,86.0,5.0,Paradigm Entertainment,T,"XB,PS2"
Terminator Salvation,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,0.53,43,39.0,70.0,GRIN,T,"PS3,X360"
Terraria,2013,Action,Screenlife,0.0,0.01,0.09,0.0,0.1,85,78.0,112.0,Engine Software,T,"PSV,PS3,PS4,XOne,PC,X360"
Test Drive,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.34,73,74.0,23.0,Pitbull Syndicate,T,"PS2,XB"
Test Drive Off-Road Wide Open,2001,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18,64,83.0,9.0,Rockstar San Diego,E,XB
Test Drive Unlimited,2007,Racing,Atari,0.08,0.27,0.0,0.15,0.5,80,73.0,29.0,Melbourne House,E10+,"PSP,X360,PC"
Test Drive: Eve of Destruction,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23,73,91.0,23.0,Monster Games Inc.,T,"PS2,XB"
Test Drive: Ferrari Legends,2012,Racing,Unknown,0.04,0.0,0.0,0.01,0.04,62,49.0,22.0,"Atari, Slightly Mad Studios, Atari SA",E,PS3
Tetris Axis,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,74,68.0,28.0,Hudson Soft,E,3DS
Tetris DS,2006,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1,84,87.0,44.0,Nintendo,E,DS
Tetris Party Deluxe,2010,Puzzle,Nintendo,0.33,0.16,0.02,0.05,0.56,72,58.0,4.0,"Tetris Online, Inc",E,Wii
Tetris Worlds,2002,Puzzle,THQ,1.11,0.71,0.0,0.27,2.08,44,62.0,11.0,Blue Planet Software,E,"PS2,GC"
Texas Hold 'Em Poker,2004,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,49,68.0,6.0,Skyworks Technologies,E,GBA
That's So Raven,2004,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76,39,76.0,5.0,Vicarious Visions,E,GBA
The 3rd Birthday,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,71,61.0,113.0,HexaDrive,M,PSP
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004,Action,THQ,0.24,0.19,0.0,0.06,0.5,65,73.0,8.0,THQ,E,PS2
The Adventures of Tintin: The Game,2011,Action,Ubisoft,0.06,0.15,0.0,0.05,0.26,59,57.0,13.0,Ubisoft Montpellier,E10+,"PS3,X360,3DS"
The Ant Bully,2006,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,52,42.0,6.0,Artificial Mind and Movement,E10+,"PS2,Wii"
The Awakened Fate Ultimatum,2014,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,65,73.0,23.0,Nippon Ichi Software,T,PS3
The BIGS,2007,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,77,72.0,12.0,Blue Castle Games,E,"PS3,X360,Wii,PS2"
The BIGS 2,2009,Sports,Take-Two Interactive,0.26,0.01,0.0,0.02,0.29,68,85.0,6.0,Blue Castle Games,E10+,"Wii,X360,PS3"
The Bard's Tale,2004,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,76,86.0,14.0,InXile Entertainment,T,"PS2,XB"
The Beatles: Rock Band,2009,Misc,MTV Games,0.97,0.23,0.0,0.11,1.3,89,86.0,127.0,Harmonix Music Systems,T,"X360,PS3,Wii"
The Bible Game,2005,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,60,27.0,13.0,Crave,E,XB
The Black Eyed Peas Experience,2011,Misc,Ubisoft,0.2,0.1,0.0,0.03,0.32,66,58.0,8.0,iNiS,T,X360
The Book of Unwritten Tales,2009,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.1,82,82.0,144.0,KING Art,T,PC
The Bouncer,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66,80.0,35.0,DreamFactory,T,PS2
The Bureau: XCOM Declassified,2013,Shooter,Take-Two Interactive,0.1,0.1,0.0,0.02,0.21,68,67.0,118.0,2K Marin,M,"X360,PS3,PC"
The Chronicles of Narnia: Prince Caspian,2008,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05,0.4,67,70.0,8.0,Traveller's Tales,T,"PS2,PS3,Wii,X360"
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,72,60.0,6.0,Traveller's Tales,T,"XB,DS,PS2"
The Chronicles of Riddick: Assault on Dark Athena,2009,Shooter,Atari,0.16,0.1,0.0,0.03,0.29,82,82.0,73.0,Starbreeze,M,"X360,PS3,PC"
The Club,2008,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,76,68.0,43.0,Bizarre Creations,M,"X360,PS3"
The Con,2005,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,63,73.0,16.0,"SCEA, Think and Feel",T,PSP
The Conduit,2009,Shooter,Sega,0.28,0.23,0.0,0.06,0.57,69,82.0,258.0,High Voltage Software,T,Wii
The Crew,2014,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,71,64.0,463.0,"Ubisoft Reflections, Ivory Tower",T,"PC,PS4,XOne"
The Crew: Wild Run,2015,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,65,66.0,21.0,Ivory Tower,T,"XOne,PS4,PC"
The Cursed Crusade,2011,Action,DTP Entertainment,0.07,0.06,0.01,0.03,0.17,45,50.0,26.0,Kylotonn,M,"PS3,X360,PC"
The Da Vinci Code,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,52,28.0,5.0,Double Helix Games,T,"XB,PS2"
The Dark Spire,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,69,77.0,21.0,Success,E10+,DS
The Darkness,2007,Shooter,Take-Two Interactive,0.2,0.33,0.0,0.13,0.66,80,77.0,107.0,Starbreeze,M,"PS3,X360"
The Darkness II,2012,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,77,76.0,448.0,Digital Extremes,M,"PC,X360,PS3"
The Dog Island,2007,Adventure,Ubisoft,0.34,0.01,0.0,0.03,0.38,70,81.0,12.0,Yuke's,E,Wii
The Dukes of Hazzard: Return of the General Lee,2004,Racing,Ubisoft,0.06,0.02,0.0,0.0,0.08,49,70.0,4.0,Ratbag,E,"XB,PS2"
The Elder Scrolls III: Morrowind,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87,87.0,111.0,Bethesda Softworks,T,XB
The Elder Scrolls IV: Oblivion,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93,80.0,604.0,4J Studios,M,"PS3,X360,PC"
The Elder Scrolls Online,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0.0,0.07,0.9,71,57.0,2421.0,ZeniMax Media,M,"PC,XOne"
The Elder Scrolls V: Skyrim,2011,Role-Playing,Bethesda Softworks,5.05,2.79,0.1,0.85,8.79,96,84.0,3589.0,Bethesda Game Studios,M,"X360,PS3,PS4,PC,XOne"
The Evil Within,2014,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75,73.0,1223.0,Tango Gameworks,M,"PS4,PC,XOne"
The Eye of Judgment,2007,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.33,75,82.0,51.0,SCEJ,T,PS3
The Eye of Judgment: Legends,2010,Strategy,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,69,79.0,16.0,SCEI,E10+,PSP
The Fast and the Furious,2006,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,59,66.0,24.0,Eutechnyx,T,"PS2,PSP"
The Fight: Lights Out,2010,Fighting,Sony Computer Entertainment,0.29,0.21,0.0,0.09,0.59,48,75.0,77.0,Coldwood Interactive,T,PS3
The First Templar,2011,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08,57,58.0,60.0,Haemimont,T,"PC,X360"
The Getaway,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72,68.0,88.0,Team Soho,M,PS2
The Getaway: Black Monday,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57,76.0,47.0,SCEE London Studio,M,PS2
The Godfather,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75,83.0,99.0,Electronic Arts,M,PS2
The Godfather II,2009,Action,Electronic Arts,0.47,0.23,0.01,0.08,0.79,65,69.0,60.0,EA Redwood Shores,M,"X360,PS3"
The Godfather: Blackhand Edition,2007,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.15,77,85.0,48.0,EA Redwood Shores,M,Wii
The Godfather: Mob Wars,2006,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,59,79.0,16.0,Page 44 Studios,M,PSP
The Golden Compass,2007,Action,Sega,0.3,0.12,0.0,0.04,0.46,41,41.0,14.0,Shiny Entertainment,E10+,"X360,PS2,PS3,DS"
The Golf Club,2014,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,66,63.0,67.0,HB Studios Multimedia,E,"PS4,XOne"
The Great Escape,2003,Action,SCi,0.1,0.07,0.0,0.02,0.2,57,80.0,21.0,Pivotal Games,T,PS2
The Guided Fate Paradox,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,74,78.0,66.0,Nippon Ichi Software,T,PS3
The Gunstringer,2011,Shooter,Microsoft Game Studios,0.26,0.1,0.0,0.04,0.4,77,81.0,40.0,Twisted Pixel Games,T,X360
The Guy Game,2004,Misc,Gathering of Developers,0.05,0.02,0.0,0.0,0.07,47,54.0,7.0,Top Heavy Studios,M,"XB,PS2"
The Haunted: Hell's Reach,2011,Shooter,Visco,0.02,0.0,0.0,0.0,0.02,51,76.0,47.0,ValuSoft,M,PC
