Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,User_Count,Developer,Rating
Mortal Kombat: Tournament Edition,GBA,2003.0,Fighting,Midway Games,0.01,0.0,0.0,0.0,0.01,75.0,8.1,8.0,Criterion Games,M
Naruto: Clash of Ninja,GC,2003.0,Fighting,Tomy Corporation,0.53,0.14,0.0,0.02,0.68,72.0,8.1,20.0,Tomy Corporation,T
Banjo-Kazooie: Grunty's Revenge,GBA,2003.0,Platform,THQ,0.24,0.09,0.0,0.01,0.33,72.0,8.1,18.0,Rare Ltd.,E
James Bond 007: Nightfire,GBA,2003.0,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13,66.0,8.1,9.0,JV Games Inc.,T
Flipnic: Ultimate Pinball,PS2,2003.0,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,64.0,8.1,12.0,SCEI,E
Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.0,8.1,137.0,Shiny Entertainment,T
Fullmetal Alchemist and the Broken Angel,PS2,2003.0,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56,56.0,8.1,38.0,Racjin,T
World Racing,XB,2003.0,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,56.0,8.1,8.0,Synetic,E
Mario Golf: Toadstool Tour,GC,2003.0,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53,81.0,8,56.0,Camelot Software Planning,E
Gladius,PS2,2003.0,Strategy,Activision,0.1,0.08,0.0,0.03,0.2,78.0,8,22.0,LucasArts,T
True Crime: Streets of LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.0,8,94.0,"Luxoflux, Inc.",M
Kill.Switch,XB,2003.0,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,75.0,8,7.0,Namco,T
Pokémon Colosseum,GC,2003.0,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54,73.0,8,89.0,Genius Sonority Inc.,E
EyeToy: Groove,PS2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,73.0,8,5.0,SCEE,E
Post Mortem,PC,2003.0,Adventure,Microids,0.0,0.01,0.0,0.0,0.02,71.0,8,28.0,Microids,M
Piglet's Big Game,GC,2003.0,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05,70.0,8,5.0,Doki Denki,E
Duel Masters: Sempai Legends,GBA,2003.0,Misc,Atari,0.21,0.08,0.0,0.01,0.29,69.0,8,5.0,Mistic Software,E
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,Shooter,Activision,0.26,0.2,0.0,0.07,0.53,66.0,8,23.0,Raster,M
Enter the Matrix,GC,2003.0,Action,Atari,0.34,0.09,0.02,0.01,0.45,63.0,8,45.0,Shiny Entertainment,T
Muppets Party Cruise,PS2,2003.0,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06,61.0,8,6.0,Mass Media,E
Teenage Mutant Ninja Turtles,GC,2003.0,Action,Konami Digital Entertainment,0.26,0.07,0.0,0.01,0.34,57.0,8,8.0,Konami,E
The Great Escape,PS2,2003.0,Action,SCi,0.1,0.07,0.0,0.02,0.2,57.0,8,21.0,Pivotal Games,T
RLH: Run Like Hell,XB,2003.0,Shooter,Avalon Interactive,0.03,0.01,0.0,0.0,0.04,55.0,8,5.0,Digital Mayhem,M
Medabots: Infinity,GC,2003.0,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05,51.0,8,7.0,Imagineer,E
Ford Racing 2,PS2,2003.0,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,51.0,8,8.0,Razorworks Studios,E
FIFA Soccer 2004,GBA,2003.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,82.0,7.9,9.0,Exient Entertainment,E
Rayman 3: Hoodlum Havoc,XB,2003.0,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.07,75.0,7.9,8.0,Ubisoft,E
Legacy of Kain: Defiance,XB,2003.0,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,74.0,7.9,21.0,Crystal Dynamics,M
RoadKill,PS2,2003.0,Action,Midway Games,0.08,0.07,0.0,0.02,0.17,71.0,7.9,11.0,Terminal Reality,M
Kirby Air Ride,GC,2003.0,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62,61.0,7.9,69.0,HAL Labs,E
MLB 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66,61.0,7.9,9.0,989 Sports,E
Sonic Adventure DX: Director's Cut,GC,2003.0,Platform,Sega,0.87,0.3,0.06,0.03,1.27,57.0,7.9,139.0,Sonic Team,E
Prince of Persia: The Sands of Time,XB,2003.0,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,92.0,7.8,72.0,Ubisoft,T
Tiger Woods PGA Tour 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16,89.0,7.8,6.0,EA Sports,E
Final Fantasy Tactics Advance,GBA,2003.0,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,87.0,7.8,212.0,Square Enix,E
Maximo vs Army of Zin,PS2,2003.0,Platform,Capcom,0.1,0.08,0.0,0.03,0.21,83.0,7.8,13.0,Capcom,T
Rayman 3,GBA,2003.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,83.0,7.8,8.0,Ubisoft,E
Freedom Fighters,GC,2003.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13,83.0,7.8,12.0,Io Interactive,T
Max Payne,GBA,2003.0,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,78.0,7.8,13.0,Mobius Entertainment,M
Brute Force,XB,2003.0,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83,77.0,7.8,49.0,Digital Anvil,M
True Crime: Streets of LA,XB,2003.0,Action,Activision,0.96,0.37,0.0,0.05,1.38,77.0,7.8,28.0,"Luxoflux, Inc.",M
Crash Bandicoot 2: N-Tranced,GBA,2003.0,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36,75.0,7.8,30.0,Vicarious Visions,E
Dead or Alive Xtreme Beach Volleyball,XB,2003.0,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,73.0,7.8,47.0,Team Ninja,M
Sonic Heroes,GC,2003.0,Platform,Sega,1.05,0.44,0.06,0.04,1.6,72.0,7.8,125.0,Sonic Team,E
Siren,PS2,2003.0,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,72.0,7.8,41.0,SCE Japan Studio,M
Goblin Commander: Unleash the Horde,GC,2003.0,Strategy,Jaleco,0.01,0.0,0.0,0.0,0.02,71.0,7.8,6.0,Jaleco Entertainment,T
IndyCar Series,XB,2003.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,71.0,7.8,5.0,Codemasters,E
Worms 3D,PS2,2003.0,Strategy,Sega,0.06,0.05,0.0,0.02,0.12,70.0,7.8,22.0,Team 17,T
SWAT: Global Strike Team,PS2,2003.0,Shooter,Vivendi Games,0.16,0.12,0.0,0.04,0.32,69.0,7.8,16.0,Argonaut Games,M
Mission: Impossible - Operation Surma,PS2,2003.0,Platform,Atari,0.14,0.11,0.0,0.04,0.28,64.0,7.8,10.0,Paradigm Entertainment,T
Sonic Heroes,PS2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64.0,7.8,94.0,Sonic Team,E
SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,62.0,7.8,11.0,Full-Fat,E
Speed Kings,PS2,2003.0,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09,61.0,7.8,6.0,Climax Group,E
NBA ShootOut 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,58.0,7.8,8.0,989 Sports,E
Power Rangers: Ninja Storm,GBA,2003.0,Misc,THQ,0.24,0.09,0.0,0.01,0.33,55.0,7.8,6.0,Natsume,E
Backyard Wrestling: Don't Try This at Home,PS2,2003.0,Fighting,Eidos Interactive,0.3,0.23,0.0,0.08,0.6,51.0,7.8,29.0,Paradox Development,M
Madden NFL 2004,GC,2003.0,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51,94.0,7.7,17.0,EA Tiburon,E
Tom Clancy's Splinter Cell,PS2,2003.0,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65,89.0,7.7,102.0,Ubisoft Shanghai,T
NBA Live 2004,PS2,2003.0,Sports,Electronic Arts,1.57,0.18,0.0,0.27,2.03,86.0,7.7,41.0,EA Sports,E
Tony Hawk's Underground,GBA,2003.0,Sports,Activision,0.43,0.16,0.0,0.01,0.6,86.0,7.7,9.0,Vicarious Visions,E
The Sims,GC,2003.0,Simulation,Electronic Arts,0.35,0.13,0.0,0.01,0.49,85.0,7.7,22.0,Edge of Reality,T
The Sims,PS2,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,83.0,7.7,46.0,Edge of Reality,T
Growlanser Generations,PS2,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11,81.0,7.7,19.0,Career Soft,T
Star Ocean: Till The End of Time,PS2,2003.0,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,80.0,7.7,134.0,Tri-Ace,T
Amped 2,XB,2003.0,Sports,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25,80.0,7.7,20.0,Indie Built,E
Railroad Tycoon 3,PC,2003.0,Strategy,Gathering of Developers,0.0,0.03,0.0,0.0,0.04,80.0,7.7,57.0,PopTop Software,E
Naruto: Ultimate Ninja,PS2,2003.0,Fighting,Atari,0.5,0.02,0.0,0.08,0.61,75.0,7.7,35.0,CyberConnect2,T
XIII,GC,2003.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,73.0,7.7,20.0,Ubisoft Paris,M
F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,70.0,7.7,15.0,Electronic Arts,E
Hulk,XB,2003.0,Action,Universal Interactive,0.25,0.07,0.0,0.01,0.33,69.0,7.7,9.0,Radical Entertainment,T
Crash Nitro Kart,PS2,2003.0,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95,69.0,7.7,59.0,Vicarious Visions,E
Nightshade,PS2,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12,68.0,7.7,20.0,Wow Entertainment,M
Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11,67.0,7.7,6.0,Ubisoft Montreal,T
Summer Heat Beach Volleyball,PS2,2003.0,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,65.0,7.7,19.0,Acclaim Studios Cheltenham,T
Aliens versus Predator: Extinction,XB,2003.0,Strategy,Electronic Arts,0.06,0.02,0.0,0.0,0.08,64.0,7.7,21.0,Zono Inc.,T
Spy Kids 3-D: Game Over,GBA,2003.0,Platform,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.33,62.0,7.7,6.0,Digital Eclipse,E
Lifeline,PS2,2003.0,Adventure,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07,61.0,7.7,9.0,SCEJ,M
Hot Wheels World Race,PS2,2003.0,Racing,THQ,0.21,0.16,0.0,0.05,0.42,55.0,7.7,9.0,Climax Group,E
Midnight Club II,XB,2003.0,Racing,Take-Two Interactive,0.42,0.06,0.0,0.02,0.5,86.0,7.6,12.0,Rockstar San Diego,T
NHL 2004,PS2,2003.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,85.0,7.6,53.0,EA Sports,E
Deus Ex: Invisible War,XB,2003.0,Shooter,Eidos Interactive,0.25,0.07,0.0,0.01,0.33,84.0,7.6,37.0,Ion Storm,M
Uru: Ages Beyond Myst,PC,2003.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,79.0,7.6,29.0,Cyan Worlds,E
Top Gear Rally,GBA,2003.0,Racing,Kemco,0.06,0.02,0.0,0.0,0.09,78.0,7.6,5.0,Tantalus Interactive,E
I-Ninja,GC,2003.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,77.0,7.6,8.0,Argonaut Games,T
Disney's Extreme Skate Adventure,GC,2003.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12,76.0,7.6,5.0,Toys for Bob,E
Star Wars Rogue Squadron III: Rebel Strike,GC,2003.0,Simulation,LucasArts,0.62,0.16,0.0,0.02,0.8,75.0,7.6,50.0,Factor 5,T
Counter-Strike,XB,2003.0,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11,74.0,7.6,51.0,Valve Software,M
Sonic Heroes,XB,2003.0,Platform,Sega,0.41,0.43,0.01,0.05,0.9,73.0,7.6,34.0,Sonic Team,E
Commandos 3: Destination Berlin,PC,2003.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,72.0,7.6,83.0,Pyro Studios,T
Worms 3D,GC,2003.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,69.0,7.6,19.0,Team 17,T
Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,7.6,100.0,EA LA,T
Blackthorne,GBA,2003.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,67.0,7.6,5.0,Mass Media,T
Mega Man Network Transmission,GC,2003.0,Platform,Capcom,0.13,0.03,0.0,0.0,0.17,65.0,7.6,13.0,Arika,E
Vexx,PS2,2003.0,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24,63.0,7.6,11.0,Acclaim Studios Austin,T
Harry Potter and the Sorcerer's Stone,PS2,2003.0,Action,Electronic Arts,0.14,0.11,0.0,0.04,0.28,56.0,7.6,21.0,Warthog,E
NCAA Football 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,89.0,7.5,6.0,EA Sports,E
EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,7.5,22.0,"SCEE, Zoe Mode",E
Pro Race Driver,XB,2003.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,80.0,7.5,4.0,Codemasters,T
All-Star Baseball 2004,PS2,2003.0,Sports,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42,78.0,7.5,11.0,Acclaim Studios Austin,E
Lock On: Modern Air Combat,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,76.0,7.5,549.0,Eagle Dynamics,E
Tiger Woods PGA Tour 2004,GBA,2003.0,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18,75.0,7.5,4.0,Backbone Emeryville,E
Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,72.0,7.5,14.0,Taito Corporation,T
Spyro: Attack of the Rhynocs,GBA,2003.0,Platform,Universal Interactive,0.22,0.08,0.0,0.01,0.3,72.0,7.5,15.0,Digital Eclipse,E
EVE Online,PC,2003.0,Role-Playing,CCP,0.0,0.19,0.0,0.01,0.2,69.0,7.5,280.0,CCP,T
Harry Potter: Quidditch World Cup,XB,2003.0,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,69.0,7.5,4.0,Electronic Arts,E
Fisherman's Challenge,PS2,2003.0,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,67.0,7.5,4.0,Konami,E
Looney Tunes: Back in Action,PS2,2003.0,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0.0,0.06,0.5,51.0,7.5,6.0,Warthog,E
Halo: Combat Evolved,PC,2003.0,Shooter,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,83.0,7.4,396.0,Gearbox Software,M
Hulk,GC,2003.0,Action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,71.0,7.4,7.0,Radical Entertainment,T
RoadKill,XB,2003.0,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,68.0,7.4,5.0,Terminal Reality,M
Crash Nitro Kart,GC,2003.0,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66.0,7.4,8.0,Vicarious Visions,E
Pirates of the Caribbean,XB,2003.0,Role-Playing,Ubisoft,0.22,0.06,0.0,0.01,0.29,65.0,7.4,27.0,Akella,T
Spawn: Armageddon,PS2,2003.0,Action,Electronic Arts,0.22,0.17,0.0,0.06,0.44,56.0,7.4,21.0,Point of View,M
IHRA Drag Racing 2004,XB,2003.0,Racing,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2,40.0,7.4,7.0,Bethesda Softworks,E
Red Faction II,GC,2003.0,Shooter,THQ,0.03,0.01,0.0,0.0,0.03,79.0,7.3,4.0,Cranky Pants Games,M
Chessmaster,PS2,2003.0,Misc,Ubisoft,0.19,0.15,0.0,0.05,0.39,79.0,7.3,13.0,Ubisoft Romania,E
True Crime: Streets of LA,GC,2003.0,Action,Activision,0.44,0.11,0.0,0.02,0.56,77.0,7.3,29.0,Exakt,M
Vexx,GC,2003.0,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,71.0,7.3,6.0,Acclaim,T
WWE Raw 2,XB,2003.0,Fighting,THQ,0.43,0.11,0.0,0.02,0.56,68.0,7.3,25.0,Anchor,T
Grabbed by the Ghoulies,XB,2003.0,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,66.0,7.3,28.0,Rare Ltd.,E
UFC: Tapout 2,XB,2003.0,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,66.0,7.3,4.0,DreamFactory,T
Superman: Shadow of Apokolips,GC,2003.0,Action,Atari,0.06,0.02,0.0,0.0,0.08,66.0,7.3,8.0,Atari,E
The Hobbit,GC,2003.0,Platform,Vivendi Games,0.13,0.03,0.0,0.0,0.17,61.0,7.3,8.0,Inevitable Entertainment,E
Grooverider: Slot Car Thunder,XB,2003.0,Racing,Encore,0.01,0.0,0.0,0.0,0.01,45.0,7.3,8.0,King of the Jungle,E
Shrek Super Party,GC,2003.0,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05,40.0,7.3,7.0,Mass Media,E
Medal of Honor: Infiltrator,GBA,2003.0,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,80.0,7.2,12.0,Netherock Ltd.,T
Armed and Dangerous,XB,2003.0,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13,79.0,7.2,15.0,Planet Moon Studios,T
X2: Wolverine's Revenge,GBA,2003.0,Platform,Activision,0.14,0.05,0.0,0.0,0.2,72.0,7.2,5.0,Vicarious Visions,E
Wario World,GC,2003.0,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44,71.0,7.2,44.0,Treasure,E
Spawn: Armageddon,GC,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,61.0,7.2,9.0,Point of View,M
X2: Wolverine's Revenge,PS2,2003.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64,58.0,7.2,13.0,GenePool,T
Enter the Matrix,XB,2003.0,Action,Atari,0.72,0.43,0.01,0.04,1.2,65.0,7.1,75.0,Shiny Entertainment,T
Gladiator: Sword of Vengeance,XB,2003.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,65.0,7.1,7.0,Acclaim Studios Manchester,M
Naruto: Ninja Council,GBA,2003.0,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,60.0,7.1,9.0,Aspect,E10+
ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.11,0.09,0.0,0.03,0.23,90.0,7,22.0,Kush Games,E
Syberia,XB,2003.0,Action,Microids,0.08,0.02,0.0,0.0,0.1,72.0,7,5.0,Microids,T
XGRA: Extreme G Racing Association,GC,2003.0,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,69.0,7,5.0,Acclaim Studios Cheltenham,T
Alter Echo,PS2,2003.0,Shooter,THQ,0.06,0.05,0.0,0.02,0.13,62.0,7,9.0,Outrage Games,T
Hot Wheels World Race,GC,2003.0,Racing,THQ,0.13,0.03,0.0,0.0,0.16,59.0,7,5.0,Climax Group,E
WWE Crush Hour,GC,2003.0,Racing,THQ,0.06,0.02,0.0,0.0,0.08,55.0,7,5.0,Pacific Coast Power & Light,T
The Sims,XB,2003.0,Simulation,Electronic Arts,0.31,0.1,0.0,0.01,0.42,84.0,6.9,20.0,Edge of Reality,T
Onimusha: Blade Warriors,PS2,2003.0,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,65.0,6.9,7.0,Capcom,T
Futurama,XB,2003.0,Platform,SCi,0.03,0.01,0.0,0.0,0.05,58.0,6.9,14.0,UDS,T
Mission: Impossible - Operation Surma,XB,2003.0,Platform,Atari,0.1,0.03,0.0,0.0,0.13,67.0,6.8,4.0,Paradigm Entertainment,T
Battlestar Galactica,PS2,2003.0,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,66.0,6.8,6.0,Warthog,T
XGRA: Extreme G Racing Association,XB,2003.0,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,66.0,6.8,5.0,Acclaim Studios Cheltenham,T
Batman: Rise of Sin Tzu,GBA,2003.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,63.0,6.8,4.0,Ubisoft,E
Rugby 2004,PS2,2003.0,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,61.0,6.8,65.0,HB Studios Multimedia,E
The Simpsons: Road Rage,GBA,2003.0,Racing,THQ,0.86,0.32,0.0,0.02,1.19,55.0,6.8,9.0,Altron,E
Judge Dredd: Dredd Vs Death,XB,2003.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.02,57.0,6.7,7.0,Rebellion,M
Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85.0,6.6,400.0,SquareSoft,T
NFL Blitz Pro,XB,2003.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,71.0,6.6,8.0,Midway,E
Madden NFL 2004,GBA,2003.0,Sports,Electronic Arts,0.22,0.08,0.0,0.01,0.31,70.0,6.6,5.0,BudCat,E
Devil May Cry 2,PS2,2003.0,Action,Capcom,0.71,0.58,0.51,0.17,1.97,68.0,6.6,167.0,Capcom,M
Harry Potter: Quidditch World Cup,PS2,2003.0,Sports,Electronic Arts,0.44,0.34,0.0,0.11,0.9,68.0,6.6,27.0,Magic Pockets,E
Resident Evil: Dead Aim,PS2,2003.0,Action,Capcom,0.17,0.13,0.0,0.04,0.35,65.0,6.6,48.0,Cavia Inc.,M
X2: Wolverine's Revenge,GC,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12,62.0,6.6,8.0,GenePool,T
Futurama,PS2,2003.0,Platform,SCi,0.04,0.03,0.0,0.01,0.07,59.0,6.6,14.0,UDS,T
Drome Racers,GC,2003.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,54.0,6.6,5.0,Attention To Detail,E
NHL 2004,XB,2003.0,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,85.0,6.5,31.0,EA Black Box,E
Tao Feng: Fist of the Lotus,XB,2003.0,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,65.0,6.5,8.0,Studio Gigante,M
Soldier of Fortune II: Double Helix,XB,2003.0,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,61.0,6.5,13.0,Gratuitous Games,M
Ribbit King,PS2,2003.0,Sports,Atari,0.05,0.04,0.0,0.01,0.09,58.0,6.5,4.0,Bandai,E
Dr. Seuss' The Cat in the Hat,PS2,2003.0,Misc,Vivendi Games,0.27,0.21,0.0,0.07,0.56,56.0,6.5,8.0,Magenta Software,E
Medal of Honor: Rising Sun,GC,2003.0,Shooter,Electronic Arts,0.33,0.09,0.0,0.01,0.42,68.0,6.4,13.0,EA LA,T
X2: Wolverine's Revenge,XB,2003.0,Platform,Activision,0.15,0.04,0.0,0.01,0.21,58.0,6.4,9.0,GenePool,T
Spy Hunter 2,PS2,2003.0,Racing,Midway Games,0.24,0.19,0.0,0.06,0.49,57.0,6.4,8.0,Angel Studios,T
SWAT: Global Strike Team,XB,2003.0,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,69.0,6.3,7.0,Argonaut Games,M
State of Emergency,XB,2003.0,Action,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17,67.0,6.3,11.0,VIS Entertainment,M
Dragon Ball Z: Budokai,GC,2003.0,Fighting,Atari,0.53,0.14,0.0,0.02,0.69,65.0,6.3,15.0,Pyramid,T
The Italian Job,PS2,2003.0,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,55.0,6.3,4.0,Climax Group,T
Terminator 3: Rise of the Machines,PS2,2003.0,Action,Atari,0.28,0.22,0.0,0.07,0.58,38.0,6.3,23.0,Black Ops Entertainment,T
FIFA Soccer 2004,GC,2003.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,83.0,6.2,12.0,EA Canada,E
R: Racing Evolution,PS2,2003.0,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04,0.28,66.0,6.2,5.0,Namco,T
BlowOut,PS2,2003.0,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,58.0,6.2,5.0,Terminal Reality,T
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,Eidos Interactive,0.61,0.48,0.0,0.16,1.25,52.0,6.2,106.0,Core Design Ltd.,T
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003.0,Platform,TDK Mediactive,0.93,0.34,0.0,0.02,1.29,49.0,6.2,5.0,Pocket Studios,E
Dragon Ball Z: Taiketsu,GBA,2003.0,Fighting,Atari,0.77,0.29,0.0,0.02,1.08,40.0,6.1,22.0,Webfoot Technologies,T
Harry Potter and the Sorcerer's Stone,XB,2003.0,Action,Electronic Arts,0.05,0.02,0.0,0.0,0.07,59.0,6,5.0,Warthog,E
Group S Challenge,XB,2003.0,Racing,Capcom,0.02,0.0,0.0,0.0,0.02,57.0,6,5.0,Capcom,E
Pokemon Channel,GC,2003.0,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38,55.0,6,22.0,Ambrella,E
Crazy Taxi: Catch a Ride,GBA,2003.0,Racing,THQ,0.21,0.08,0.0,0.01,0.3,48.0,5.9,8.0,Graphic State,E
Red Faction II,XB,2003.0,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,74.0,5.8,11.0,Outrage Games,M
Medal of Honor: Rising Sun,XB,2003.0,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17,65.0,5.8,28.0,EA LA,T
Gladiator: Sword of Vengeance,PS2,2003.0,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,65.0,5.8,8.0,Acclaim Studios Manchester,M
The Italian Job,XB,2003.0,Racing,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,54.0,5.8,5.0,Climax Group,T
Star Wars: Flight of the Falcon,GBA,2003.0,Action,THQ,0.25,0.09,0.0,0.01,0.35,39.0,5.8,11.0,Pocket Studios,E
Superman: Countdown to Apokolips,GBA,2003.0,Platform,Atari,0.03,0.01,0.0,0.0,0.04,47.0,5.7,6.0,Mistic Software,E
Robin Hood: Defender of the Crown,PS2,2003.0,Strategy,Capcom,0.09,0.07,0.0,0.02,0.19,59.0,5.6,5.0,Cinemaware,T
Hitman 2: Silent Assassin,GC,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13,83.0,5.5,8.0,Io Interactive,M
